Date,close,Open,High,Low,Vol.,Change %
27 10 2024,24205.35,24251.10,24498.20,24134.90,1.18B,0.10%
20 10 2024,24180.80,24956.15,24978.30,24073.90,1.40B,-2.71%
13 10 2024,24854.05,25023.45,25212.05,24567.65,1.23B,-0.44%
06 10 2024,24964.25,25084.10,25234.05,24694.35,1.47B,-0.20%
29 09 2024,25014.60,26061.30,26134.70,24966.80,1.39B,-4.45%
22 09 2024,26178.95,25872.55,26277.35,25847.35,1.73B,1.50%
15 09 2024,25790.95,25406.65,25849.25,25285.55,1.45B,1.71%
08 09 2024,25356.50,24823.40,25433.35,24753.15,1.42B,2.03%
01 09 2024,24852.15,25333.60,25333.65,24801.30,1.22B,-1.52%
25 08 2024,25235.90,24906.10,25268.35,24874.70,1.65B,1.66%
18 08 2024,24823.15,24636.35,24867.35,24522.95,1.17B,1.15%
11 08 2024,24541.15,24320.05,24563.90,24099.70,1.09B,0.71%
04 08 2024,24367.50,24302.85,24419.75,23893.70,1.64B,-1.42%
28 07 2024,24717.70,24943.30,25078.30,24686.85,1.85B,-0.47%
21 07 2024,24834.85,24445.75,24861.15,24074.20,1.90B,1.24%
14 07 2024,24530.90,24587.60,24854.80,24504.45,1.28B,0.12%
07 07 2024,24502.15,24329.45,24592.20,24141.80,1.44B,0.73%
30 06 2024,24323.85,23992.95,24401.00,23992.70,1.39B,1.30%
23 06 2024,24010.60,23382.30,24174.00,23350.00,1.70B,2.17%
16 06 2024,23501.10,23570.80,23667.10,23398.20,1.49B,0.15%
09 06 2024,23465.60,23319.15,23490.40,23206.65,1.40B,0.75%
02 06 2024,23290.15,23337.90,23338.70,21281.45,3.17B,3.37%
26 05 2024,22530.70,23038.95,23110.80,22417.00,1.69B,-1.86%
19 05 2024,22957.10,22404.55,23026.40,22404.55,1.27B,2.19%
12 05 2024,22466.10,22027.95,22502.15,21821.05,1.35B,1.86%
05 05 2024,22055.20,22561.60,22588.80,21932.40,1.49B,-1.87%
28 04 2024,22475.85,22475.55,22794.70,22348.05,1.54B,0.25%
21 04 2024,22419.95,22336.90,22625.95,22198.15,1.55B,1.23%
14 04 2024,22147.00,22339.05,22427.45,21777.65,1.49B,-1.65%
07 04 2024,22519.40,22578.35,22775.70,22503.75,1.09B,0.03%
31 03 2024,22513.70,22455.00,22619.00,22303.80,1.49B,0.84%
24 03 2024,22326.90,21947.90,22516.00,21947.55,1.15B,1.04%
17 03 2024,22096.75,21990.10,22180.70,21710.20,1.75B,0.33%
10 03 2024,22023.35,22517.50,22526.60,21905.65,2.16B,-2.09%
03 03 2024,22493.55,22403.50,22525.65,22224.35,1.29B,0.69%
25 02 2024,22338.75,22169.20,22353.30,21860.65,1.37B,0.57%
18 02 2024,22212.70,22103.45,22297.50,21875.25,1.23B,0.78%
11 02 2024,22040.70,21800.80,22068.65,21530.20,1.70B,1.19%
04 02 2024,21782.50,21921.05,22053.30,21629.90,2.00B,-0.33%
28 01 2024,21853.80,21433.10,22126.80,21429.60,1.94B,2.35%
21 01 2024,21352.60,21716.70,21750.25,21137.20,1.28B,-1.25%
14 01 2024,21622.40,22053.15,22124.15,21285.55,1.82B,-1.24%
07 01 2024,21894.55,21747.60,21928.25,21448.65,1.18B,0.85%
31 12 2023,21710.80,21727.75,21834.35,21500.35,1.38B,-0.09%
24 12 2023,21731.40,21365.20,21801.45,21329.45,1.14B,1.79%
17 12 2023,21349.40,21434.80,21593.00,20976.80,1.43B,-0.50%
10 12 2023,21456.65,20965.30,21492.30,20769.50,1.56B,2.32%
03 12 2023,20969.40,20601.95,21006.10,20507.75,1.73B,3.46%
26 11 2023,20267.90,19844.65,20291.55,19800.00,1.22B,2.39%
19 11 2023,19794.70,19731.15,19875.15,19670.50,869.17M,0.32%
12 11 2023,19731.80,19486.75,19875.25,19414.75,1.00B,1.58%
05 11 2023,19425.35,19345.85,19464.40,19309.70,934.95M,1.01%
29 10 2023,19230.60,19053.40,19276.25,18940.00,1.02B,0.96%
22 10 2023,19047.25,19521.60,19556.85,18837.85,906.89M,-2.53%
15 10 2023,19542.65,19737.25,19849.75,19512.35,994.41M,-1.06%
08 10 2023,19751.05,19539.45,19843.30,19480.50,1.07B,0.50%
01 10 2023,19653.50,19622.40,19675.75,19333.60,892.78M,0.08%
24 09 2023,19638.30,19678.20,19766.65,19492.10,1.19B,-0.18%
17 09 2023,19674.25,20155.95,20195.35,19657.50,1.16B,-2.57%
10 09 2023,20192.35,19890.00,20222.45,19865.35,1.54B,1.88%
03 09 2023,19819.95,19525.05,19867.15,19432.85,1.43B,1.98%
27 08 2023,19435.30,19298.35,19458.55,19223.65,1.68B,0.88%
20 08 2023,19265.80,19320.65,19584.45,19229.70,1.43B,-0.23%
13 08 2023,19310.15,19383.95,19482.75,19253.60,995.28M,-0.61%
06 08 2023,19428.30,19576.85,19645.50,19412.75,1.29B,-0.45%
30 07 2023,19517.00,19666.35,19795.60,19296.45,1.48B,-0.66%
23 07 2023,19646.05,19748.45,19867.55,19563.10,1.47B,-0.50%
16 07 2023,19745.00,19612.15,19991.85,19562.95,1.40B,0.92%
09 07 2023,19564.50,19400.35,19595.35,19327.10,1.45B,1.20%
02 07 2023,19331.80,19246.50,19523.60,19234.40,1.18B,0.74%
25 06 2023,19189.05,18682.35,19201.70,18646.70,1.04B,2.80%
18 06 2023,18665.50,18873.30,18886.60,18647.10,1.11B,-0.85%
11 06 2023,18826.00,18595.05,18864.70,18559.75,1.21B,1.41%
04 06 2023,18563.40,18612.00,18777.90,18531.60,1.25B,0.16%
28 05 2023,18534.10,18619.15,18662.45,18464.55,1.73B,0.19%
21 05 2023,18499.35,18201.10,18508.55,18178.85,1.20B,1.63%
14 05 2023,18203.40,18339.30,18458.90,18060.40,1.20B,-0.61%
07 05 2023,18314.80,18120.60,18389.70,18100.30,1.18B,1.36%
30 04 2023,18069.00,18124.80,18267.45,18042.40,957.73M,0.02%
23 04 2023,18065.00,17707.55,18089.15,17612.50,1.32B,2.50%
16 04 2023,17624.05,17863.00,17863.00,17553.95,1.34B,-1.14%
09 04 2023,17828.00,17634.90,17842.15,17597.95,1.08B,1.30%
02 04 2023,17599.15,17427.95,17638.70,17312.75,721.22M,1.38%
26 03 2023,17359.75,16984.30,17381.60,16913.75,1.07B,2.45%
19 03 2023,16945.05,17066.60,17207.25,16828.35,935.73M,-0.91%
12 03 2023,17100.05,17421.90,17529.90,16850.15,1.55B,-1.80%
05 03 2023,17412.90,17680.35,17799.95,17324.35,1.13B,-1.03%
26 02 2023,17594.35,17428.60,17644.75,17255.20,1.61B,0.74%
19 02 2023,17465.80,17965.55,18004.35,17421.80,1.03B,-2.67%
12 02 2023,17944.20,17859.10,18134.75,17719.75,1.14B,0.49%
05 02 2023,17856.50,17818.55,17916.90,17652.55,1.42B,0.01%
29 01 2023,17854.05,17541.95,17972.20,17353.40,2.26B,1.42%
22 01 2023,17604.35,18118.45,18201.25,17493.55,1.15B,-2.35%
15 01 2023,18027.65,18033.15,18183.75,17853.65,1.16B,0.40%
08 01 2023,17956.60,17952.55,18141.40,17761.65,1.28B,0.54%
01 01 2023,17859.45,18131.70,18251.95,17795.55,1.21B,-1.36%
25 12 2022,18105.30,17830.40,18265.25,17774.25,1.06B,1.68%
18 12 2022,17806.80,18288.10,18473.35,17779.50,928.64M,-2.53%
11 12 2022,18269.00,18402.15,18696.10,18255.15,1.05B,-1.23%
04 12 2022,18496.60,18719.55,18728.60,18410.10,1.13B,-1.07%
27 11 2022,18696.10,18430.55,18887.60,18365.60,1.33B,0.99%
20 11 2022,18512.75,18246.40,18534.90,18133.35,980.19M,1.12%
13 11 2022,18307.65,18376.40,18442.15,18209.80,1.17B,-0.23%
06 11 2022,18349.70,18211.75,18362.30,17969.40,1.26B,1.28%
30 10 2022,18117.15,17910.20,18178.75,17899.90,1.33B,1.86%
23 10 2022,17786.80,17736.35,17838.90,17637.00,871.07M,1.20%
16 10 2022,17576.30,17144.80,17670.15,17098.55,1.19B,2.27%
09 10 2022,17185.70,17094.35,17348.55,16950.30,1.27B,-0.74%
02 10 2022,17314.65,17102.10,17428.80,16855.55,986.11M,1.29%
25 09 2022,17094.35,17156.30,17196.40,16747.70,1.89B,-1.34%
18 09 2022,17327.35,17540.65,17919.30,17291.65,1.44B,-1.16%
11 09 2022,17530.85,17890.85,18096.15,17497.25,1.61B,-1.70%
04 09 2022,17833.35,17546.45,17925.95,17484.30,1.39B,1.68%
28 08 2022,17539.45,17188.65,17777.65,17166.20,1.13B,-0.11%
21 08 2022,17558.90,17682.90,17726.50,17345.20,1.33B,-1.12%
14 08 2022,17758.45,17797.20,17992.20,17710.75,822.31M,0.34%
07 08 2022,17698.15,17401.50,17724.65,17359.75,1.18B,1.73%
31 07 2022,17397.50,17243.20,17490.70,17154.80,1.68B,1.39%
24 07 2022,17158.25,16662.55,17172.80,16438.75,1.42B,2.62%
17 07 2022,16719.45,16151.40,16752.25,16142.20,1.17B,4.18%
10 07 2022,16049.20,16136.15,16248.55,15858.20,1.13B,-1.06%
03 07 2022,16220.60,15710.50,16275.50,15661.80,1.39B,2.97%
26 06 2022,15752.05,15926.20,15927.45,15511.05,1.58B,0.34%
19 06 2022,15699.25,15334.50,15749.25,15191.10,1.22B,2.65%
12 06 2022,15293.50,15877.55,15886.15,15183.40,1.24B,-5.61%
05 06 2022,16201.80,16530.70,16610.95,16172.60,1.11B,-2.31%
29 05 2022,16584.30,16527.90,16793.85,16438.85,1.63B,1.42%
22 05 2022,16352.45,16290.95,16414.70,15903.70,1.38B,0.53%
15 05 2022,16266.15,15845.10,16399.80,15739.65,1.37B,3.07%
08 05 2022,15782.15,16227.70,16404.55,15735.75,1.54B,-3.83%
01 05 2022,16411.25,16924.45,17132.85,16340.90,1.16B,-4.04%
24 04 2022,17102.55,17009.05,17377.65,16888.70,1.45B,-0.40%
17 04 2022,17171.95,17183.45,17414.70,16824.70,1.61B,-1.74%
10 04 2022,17475.65,17740.90,17779.05,17442.35,762.79M,-1.74%
03 04 2022,17784.35,17809.10,18114.65,17600.55,1.54B,0.64%
27 03 2022,17670.45,17181.85,17703.70,17003.90,1.57B,3.02%
20 03 2022,17153.00,17329.50,17442.40,17006.30,1.44B,-0.78%
13 03 2022,17287.05,16633.70,17344.60,16555.00,1.40B,3.95%
06 03 2022,16630.45,15867.95,16757.30,15671.45,2.42B,2.37%
27 02 2022,16245.35,16481.60,16815.90,16133.80,1.82B,-2.48%
20 02 2022,16658.40,17192.25,17351.05,16203.25,1.50B,-3.58%
13 02 2022,17276.30,17076.15,17490.60,16809.65,1.27B,-0.57%
06 02 2022,17374.75,17456.30,17639.45,17043.65,1.30B,-0.81%
30 01 2022,17516.30,17301.05,17794.60,17244.55,1.47B,2.42%
23 01 2022,17101.95,17575.15,17599.40,16836.80,1.40B,-2.92%
16 01 2022,17617.15,18235.65,18350.95,17485.85,1.31B,-3.50%
09 01 2022,18255.75,17913.30,18286.95,17879.15,1.23B,2.49%
02 01 2022,17812.70,17387.15,17944.70,17383.30,1.18B,2.64%
26 12 2021,17354.05,16937.75,17400.80,16833.20,970.34M,2.06%
19 12 2021,17003.75,16824.25,17155.60,16410.20,1.16B,0.11%
12 12 2021,16985.20,17619.10,17639.50,16966.45,1.32B,-3.00%
05 12 2021,17511.30,17209.05,17543.25,16891.70,1.19B,1.83%
28 11 2021,17196.70,17055.80,17489.80,16782.40,1.71B,1.00%
21 11 2021,17026.45,17796.25,17805.25,16985.70,1.58B,-4.16%
14 11 2021,17764.80,18140.95,18210.15,17688.50,1.12B,-1.87%
07 11 2021,18102.75,18040.20,18123.00,17798.20,1.35B,1.04%
31 10 2021,17916.80,17783.15,18012.25,17697.10,957.14M,1.39%
24 10 2021,17671.65,18229.50,18342.05,17613.10,1.81B,-2.45%
17 10 2021,18114.90,18500.10,18604.45,18034.35,1.90B,-1.22%
10 10 2021,18338.55,17867.55,18350.75,17839.10,1.78B,2.48%
03 10 2021,17895.20,17615.55,17941.85,17581.35,1.86B,2.07%
26 09 2021,17532.05,17932.20,17943.50,17452.90,1.94B,-1.80%
19 09 2021,17853.20,17443.85,17947.65,17326.10,1.68B,1.52%
12 09 2021,17585.15,17363.55,17792.95,17269.15,1.87B,1.24%
05 09 2021,17369.25,17399.35,17436.50,17254.20,965.63M,0.26%
29 08 2021,17323.60,16775.85,17340.10,16764.85,1.55B,3.70%
22 08 2021,16705.20,16592.25,16722.05,16395.70,1.29B,1.55%
15 08 2021,16450.50,16518.40,16701.85,16376.05,1.15B,-0.48%
08 08 2021,16529.10,16281.35,16543.60,16162.55,1.41B,1.79%
01 08 2021,16238.20,15874.90,16349.45,15834.65,1.75B,3.01%
25 07 2021,15763.05,15849.30,15893.35,15513.45,1.70B,-0.59%
18 07 2021,15856.05,15754.50,15899.80,15578.55,1.08B,-0.42%
11 07 2021,15923.40,15766.80,15962.25,15644.75,1.26B,1.49%
04 07 2021,15689.80,15793.40,15914.20,15632.75,1.48B,-0.21%
27 06 2021,15722.20,15915.35,15915.65,15635.95,1.36B,-0.87%
20 06 2021,15860.35,15525.85,15895.75,15505.65,1.59B,1.13%
13 06 2021,15683.35,15791.40,15901.60,15450.90,2.05B,-0.73%
06 06 2021,15799.35,15725.10,15835.55,15566.90,1.89B,0.82%
30 05 2021,15670.25,15437.75,15733.60,15374.00,2.10B,1.52%
23 05 2021,15435.65,15211.35,15469.65,15145.45,2.50B,1.72%
16 05 2021,15175.30,14756.25,15190.00,14725.35,2.69B,3.39%
09 05 2021,14677.80,14928.25,14966.90,14591.90,2.35B,-0.98%
02 05 2021,14823.15,14481.05,14863.05,14416.25,2.29B,1.31%
25 04 2021,14631.10,14449.45,15044.35,14421.30,2.45B,2.02%
18 04 2021,14341.35,14306.60,14526.95,14151.40,1.95B,-1.89%
11 04 2021,14617.85,14644.65,14697.70,14248.70,2.35B,-1.46%
04 04 2021,14834.85,14837.70,14984.15,14459.50,2.45B,-0.22%
28 03 2021,14867.35,14628.50,14883.20,14617.60,1.46B,2.48%
21 03 2021,14507.30,14736.30,14878.60,14264.40,2.48B,-1.61%
14 03 2021,14744.00,15048.40,15051.60,14350.10,2.85B,-1.91%
07 03 2021,15030.95,15002.45,15336.30,14919.90,2.15B,0.62%
28 02 2021,14938.10,14702.50,15273.15,14638.55,2.85B,2.81%
21 02 2021,14529.15,14999.05,15176.50,14467.75,3.67B,-3.02%
14 02 2021,14981.75,15270.30,15431.75,14898.20,3.09B,-1.20%
07 02 2021,15163.30,15064.30,15257.10,14977.20,3.08B,1.60%
31 01 2021,14924.25,13758.60,15014.65,13661.75,4.48B,9.46%
24 01 2021,13634.60,14477.80,14491.10,13596.75,2.67B,-5.13%
17 01 2021,14371.90,14453.30,14753.55,14222.80,3.41B,-0.43%
10 01 2021,14433.70,14474.05,14653.35,14357.85,3.89B,0.60%
03 01 2021,14347.25,14104.35,14367.30,13953.75,2.79B,2.35%
27 12 2020,14018.50,13815.15,14049.85,13811.55,1.93B,1.96%
20 12 2020,13749.25,13741.90,13777.50,13131.45,2.31B,-0.08%
13 12 2020,13760.55,13571.45,13773.25,13447.05,2.45B,1.83%
06 12 2020,13513.85,13264.85,13579.35,13241.95,2.98B,1.93%
29 11 2020,13258.55,13062.20,13280.05,12962.80,2.66B,2.23%
22 11 2020,12968.95,12960.30,13145.85,12790.40,3.60B,0.85%
15 11 2020,12859.05,12932.50,12963.00,12730.25,2.87B,1.09%
08 11 2020,12719.95,12399.40,12769.75,12367.35,3.42B,3.72%
01 11 2020,12263.55,11697.35,12280.40,11557.40,3.12B,5.34%
25 10 2020,11642.40,11937.40,11942.85,11535.45,2.95B,-2.41%
18 10 2020,11930.35,11879.20,12018.65,11775.75,2.67B,1.43%
11 10 2020,11762.45,11973.55,12025.45,11661.30,2.71B,-1.27%
04 10 2020,11914.20,11487.80,11938.60,11452.30,2.83B,4.36%
27 09 2020,11416.95,11140.85,11428.60,11099.85,1.92B,3.32%
20 09 2020,11050.25,11503.80,11535.25,10790.20,3.26B,-3.95%
13 09 2020,11504.95,11540.15,11618.10,11383.55,2.96B,0.35%
06 09 2020,11464.45,11359.60,11493.50,11185.15,3.10B,1.15%
30 08 2020,11333.85,11777.55,11794.25,11303.65,4.04B,-2.69%
23 08 2020,11647.60,11412.00,11686.05,11410.65,3.44B,2.43%
16 08 2020,11371.60,11248.90,11460.35,11144.50,3.30B,1.73%
09 08 2020,11178.40,11270.25,11373.60,11111.45,2.90B,-0.32%
02 08 2020,11214.05,11057.55,11256.80,10882.25,3.03B,1.27%
26 07 2020,11073.45,11225.00,11341.40,11026.65,3.19B,-1.08%
19 07 2020,11194.15,10999.45,11239.80,10953.00,3.39B,2.68%
12 07 2020,10901.70,10851.85,10933.45,10562.90,3.17B,1.24%
05 07 2020,10768.05,10723.85,10847.85,10676.55,3.19B,1.51%
28 06 2020,10607.35,10311.95,10631.30,10223.60,2.83B,2.16%
21 06 2020,10383.00,10318.75,10553.15,10194.50,3.88B,1.35%
14 06 2020,10244.40,9919.35,10272.40,9726.35,3.82B,2.72%
07 06 2020,9972.90,10326.75,10328.50,9544.35,3.83B,-1.67%
31 05 2020,10142.15,9726.85,10177.80,9706.95,4.12B,5.86%
24 05 2020,9580.30,9099.75,9598.85,8996.65,3.22B,5.99%
17 05 2020,9039.25,9158.30,9178.55,8806.75,3.46B,-1.07%
10 05 2020,9136.85,9348.15,9584.50,9043.95,3.53B,-1.24%
03 05 2020,9251.50,9533.50,9533.50,9116.50,3.45B,-6.17%
26 04 2020,9859.90,9259.70,9889.05,9250.35,2.71B,7.71%
19 04 2020,9154.40,9390.20,9390.85,8909.40,3.44B,-1.21%
12 04 2020,9266.75,9103.95,9324.00,8821.90,2.93B,1.70%
05 04 2020,9111.90,8446.30,9131.70,8360.95,2.45B,12.72%
29 03 2020,8083.80,8385.95,8678.30,8055.80,2.51B,-6.66%
22 03 2020,8660.25,7945.70,9038.90,7511.10,3.80B,-0.97%
15 03 2020,8745.45,9587.80,9602.20,7832.55,5.35B,-12.15%
08 03 2020,9955.20,10742.05,10751.55,8555.15,5.52B,-9.41%
01 03 2020,10989.45,11387.35,11433.00,10827.40,5.34B,-1.90%
23 02 2020,11201.75,12012.55,12012.55,11175.05,2.94B,-7.28%
16 02 2020,12080.85,12131.80,12159.60,11908.05,2.15B,-0.27%
09 02 2020,12113.45,12102.35,12246.70,11990.75,2.54B,0.12%
02 02 2020,12098.35,11627.45,12160.60,11614.50,3.03B,1.14%
26 01 2020,11962.10,12197.10,12216.60,11945.85,2.74B,-2.34%
19 01 2020,12248.25,12430.50,12430.50,12087.90,2.92B,-0.84%
12 01 2020,12352.35,12296.70,12389.05,12278.75,2.70B,0.78%
05 01 2020,12256.80,12170.60,12311.20,11929.60,2.43B,0.25%
29 12 2019,12226.65,12274.90,12289.90,12151.80,1.98B,-0.16%
22 12 2019,12245.80,12235.45,12287.15,12118.85,1.98B,-0.21%
15 12 2019,12271.80,12131.35,12293.90,12046.30,2.89B,1.53%
08 12 2019,12086.70,11939.10,12098.85,11832.30,3.60B,1.39%
01 12 2019,11921.50,12137.05,12137.15,11888.85,3.25B,-1.12%
24 11 2019,12056.05,11922.45,12158.80,11919.75,3.74B,1.19%
17 11 2019,11914.40,11915.15,12038.60,11867.60,2.82B,0.16%
10 11 2019,11895.45,11879.20,11973.65,11802.65,2.35B,-0.11%
03 11 2019,11908.15,11928.90,12034.15,11850.25,3.41B,0.15%
27 10 2019,11890.60,11643.95,11945.00,11627.35,3.95B,2.65%
20 10 2019,11583.90,11657.15,11714.35,11490.75,3.04B,-0.67%
13 10 2019,11661.85,11335.90,11684.70,11290.05,3.30B,3.16%
06 10 2019,11305.05,11196.20,11362.90,11090.15,2.77B,1.17%
29 09 2019,11174.75,11491.15,11554.20,11158.35,4.01B,-2.93%
22 09 2019,11512.40,11542.70,11694.85,11416.10,3.66B,2.11%
15 09 2019,11274.20,10994.85,11381.90,10670.25,3.43B,1.79%
08 09 2019,11075.90,10936.70,11084.45,10889.80,2.28B,1.18%
01 09 2019,10946.20,10960.95,10967.50,10746.35,2.08B,-0.70%
25 08 2019,11023.25,11000.30,11141.75,10756.55,3.20B,1.79%
18 08 2019,10829.35,11094.80,11146.90,10637.15,2.71B,-1.98%
11 08 2019,11047.80,11139.40,11145.90,10901.60,1.61B,-0.56%
04 08 2019,11109.65,10895.80,11181.45,10782.60,2.59B,1.02%
28 07 2019,10997.35,11307.50,11310.95,10848.95,2.55B,-2.54%
21 07 2019,11284.30,11392.85,11398.15,11210.05,2.46B,-1.18%
14 07 2019,11419.25,11614.75,11706.65,11399.30,2.26B,-1.15%
07 07 2019,11552.50,11770.40,11771.90,11461.00,1.92B,-2.19%
30 06 2019,11811.15,11839.90,11981.75,11797.90,1.85B,0.19%
23 06 2019,11788.85,11725.80,11911.15,11651.00,1.69B,0.55%
16 06 2019,11724.10,11844.00,11844.05,11625.10,2.02B,-0.84%
09 06 2019,11823.30,11934.90,12000.35,11797.70,1.76B,-0.40%
02 06 2019,11870.65,11953.75,12103.05,11769.50,1.32B,-0.44%
26 05 2019,11922.80,11855.50,12039.25,11812.40,2.12B,0.66%
19 05 2019,11844.10,11651.90,12041.15,11591.70,2.13B,3.83%
12 05 2019,11407.15,11258.70,11426.15,11108.30,1.93B,1.14%
05 05 2019,11278.90,11605.80,11657.05,11251.05,1.77B,-3.70%
28 04 2019,11712.25,11748.75,11789.30,11655.90,1.22B,-0.36%
21 04 2019,11754.65,11727.05,11796.75,11564.80,1.81B,0.02%
14 04 2019,11752.80,11667.00,11856.15,11648.25,983.96M,0.94%
07 04 2019,11643.45,11704.35,11710.30,11549.10,1.45B,-0.19%
31 03 2019,11665.95,11665.20,11761.00,11559.20,1.75B,0.36%
24 03 2019,11623.90,11395.65,11630.35,11311.60,1.87B,1.46%
17 03 2019,11456.90,11473.85,11572.80,11412.50,1.40B,0.26%
10 03 2019,11426.85,11068.75,11487.00,11059.85,1.88B,3.55%
03 03 2019,11035.40,10864.85,11089.05,10817.00,1.39B,1.58%
24 02 2019,10863.50,10813.25,10939.70,10729.30,2.13B,0.67%
17 02 2019,10791.65,10738.65,10808.85,10585.65,1.60B,0.63%
10 02 2019,10724.40,10930.90,10930.90,10620.40,2.05B,-2.00%
03 02 2019,10943.60,10876.75,11118.10,10814.15,1.50B,0.46%
27 01 2019,10893.65,10792.45,10983.45,10583.65,2.27B,1.05%
20 01 2019,10780.55,10919.35,10987.45,10756.45,1.71B,-1.16%
13 01 2019,10906.95,10807.00,10930.65,10692.35,1.48B,1.04%
06 01 2019,10794.95,10804.85,10870.40,10733.25,1.40B,0.63%
30 12 2018,10727.35,10913.20,10923.60,10628.65,1.24B,-1.22%
23 12 2018,10859.90,10780.90,10893.60,10534.55,1.23B,0.98%
16 12 2018,10754.00,10853.20,10985.15,10738.65,1.64B,-0.48%
09 12 2018,10805.45,10508.70,10838.60,10333.85,1.94B,1.05%
02 12 2018,10693.70,10930.70,10941.20,10588.25,1.74B,-1.68%
25 11 2018,10876.75,10568.30,10922.45,10489.75,2.33B,3.32%
18 11 2018,10526.75,10731.25,10774.70,10512.00,1.14B,-1.46%
11 11 2018,10682.20,10607.80,10695.15,10440.55,1.59B,0.92%
04 11 2018,10585.20,10558.75,10619.55,10477.00,929.70M,0.31%
28 10 2018,10553.00,10078.10,10606.95,10020.35,1.85B,5.21%
21 10 2018,10030.00,10405.85,10408.55,10004.55,1.88B,-2.65%
14 10 2018,10303.55,10524.20,10710.15,10249.60,1.20B,-1.61%
07 10 2018,10472.50,10310.15,10492.45,10138.60,2.14B,1.51%
30 09 2018,10316.45,10930.90,11035.65,10261.90,1.86B,-5.62%
23 09 2018,10930.45,11164.40,11170.15,10850.30,2.08B,-1.91%
16 09 2018,11143.10,11464.95,11464.95,10866.45,1.46B,-3.23%
09 09 2018,11515.20,11570.25,11573.00,11250.20,1.18B,-0.64%
02 09 2018,11589.10,11751.80,11751.80,11393.85,1.32B,-0.78%
26 08 2018,11680.50,11605.85,11760.20,11595.60,1.40B,1.07%
19 08 2018,11557.10,11502.10,11620.70,11499.65,952.68M,0.75%
12 08 2018,11470.75,11369.60,11486.45,11340.30,1.04B,0.36%
05 08 2018,11429.50,11401.50,11495.20,11359.70,1.31B,0.60%
29 07 2018,11360.80,11296.65,11390.55,11234.95,1.27B,0.73%
22 07 2018,11278.35,11019.85,11283.40,11010.95,1.36B,2.44%
15 07 2018,11010.20,11018.95,11076.20,10925.60,1.08B,-0.08%
08 07 2018,11018.90,10838.30,11078.30,10807.15,1.12B,2.29%
01 07 2018,10772.65,10732.35,10816.35,10604.65,1.18B,0.54%
24 06 2018,10714.30,10822.90,10831.05,10557.70,1.33B,-0.99%
17 06 2018,10821.85,10830.20,10837.00,10701.20,1.10B,0.04%
10 06 2018,10817.70,10781.85,10893.25,10755.40,1.15B,0.46%
03 06 2018,10767.65,10765.95,10818.00,10550.90,1.02B,0.67%
27 05 2018,10696.20,10648.35,10764.75,10558.45,1.58B,0.86%
20 05 2018,10605.15,10616.70,10628.05,10417.80,1.32B,0.08%
13 05 2018,10596.40,10815.15,10929.20,10589.10,1.13B,-1.94%
06 05 2018,10806.50,10653.15,10812.05,10635.65,1.08B,1.77%
29 04 2018,10618.25,10705.75,10784.65,10601.60,799.09M,-0.69%
22 04 2018,10692.30,10592.80,10719.80,10514.95,1.27B,1.21%
15 04 2018,10564.05,10398.30,10594.20,10396.35,1.15B,0.80%
08 04 2018,10480.60,10333.70,10519.90,10328.50,1.21B,1.44%
01 04 2018,10331.60,10151.65,10350.45,10111.30,1.13B,2.15%
25 03 2018,10113.70,9989.15,10207.90,9958.55,858.36M,1.16%
18 03 2018,9998.05,10215.35,10227.30,9951.90,1.17B,-1.93%
11 03 2018,10195.15,10301.60,10478.60,10180.25,1.20B,-0.31%
04 03 2018,10226.85,10428.30,10441.35,10141.55,1.11B,-2.21%
25 02 2018,10458.35,10526.55,10631.65,10447.15,846.66M,-0.31%
18 02 2018,10491.05,10488.90,10499.10,10302.75,1.17B,0.37%
11 02 2018,10452.30,10518.20,10618.10,10434.05,867.58M,-0.03%
04 02 2018,10454.95,10604.30,10702.75,10276.30,1.22B,-2.84%
28 01 2018,10760.60,11079.35,11171.55,10736.10,1.34B,-2.79%
21 01 2018,11069.65,10883.20,11110.10,10881.40,1.16B,1.61%
14 01 2018,10894.70,10718.50,10906.85,10666.75,1.19B,2.00%
07 01 2018,10681.25,10591.70,10690.40,10588.55,906.60M,1.16%
31 12 2017,10558.85,10531.70,10566.10,10404.65,831.87M,0.27%
24 12 2017,10530.70,10512.30,10552.40,10460.45,768.77M,0.36%
17 12 2017,10493.00,10263.10,10501.10,10074.80,892.21M,1.55%
10 12 2017,10333.25,10310.50,10373.10,10141.55,941.85M,0.66%
03 12 2017,10265.65,10175.05,10270.85,10033.35,862.27M,1.42%
26 11 2017,10121.80,10361.05,10409.55,10108.55,1.01B,-2.58%
19 11 2017,10389.70,10287.20,10404.50,10261.50,796.94M,1.03%
12 11 2017,10283.60,10322.00,10343.60,10094.00,1.14B,-0.37%
05 11 2017,10321.75,10431.75,10490.45,10254.10,1.31B,-1.25%
29 10 2017,10452.50,10353.85,10461.70,10323.95,1.17B,1.25%
22 10 2017,10323.05,10176.65,10366.15,10124.50,1.83B,1.74%
15 10 2017,10146.55,10207.40,10251.85,10123.35,704.31M,-0.21%
08 10 2017,10167.45,9988.20,10191.90,9955.80,941.57M,1.88%
01 10 2017,9979.70,9893.30,9989.35,9831.05,683.05M,1.95%
24 09 2017,9788.60,9960.10,9960.50,9687.55,1.23B,-1.76%
17 09 2017,9964.40,10133.10,10178.95,9952.80,991.14M,-1.20%
10 09 2017,10085.40,9971.75,10131.95,9968.80,1.10B,1.52%
